product_id,question,answer
category_1_product_47,can i charge my wireless earbuds with a mobile charger,yes airdopes 207 supports typec charging ports if your mobile charger comes with a typec charging port then you can easily use the same to charge your device
category_1_product_47,how long does boat airdopes 207 last on a single charge,airdopes 207 wireless earbuds offer a total battery backup of up to 50 hours it also supports asap charge that yields a playtime of 60mins with only 5mins of charging time
category_1_product_47,can we accept calls on boat airdopes 207,yes airdopes 207 allows you to accept calls on a tap it comes with quad mics with enx technology that suppresses background noise when speaking into the mic which allows for an unrivalled calling experience
category_1_product_48,how can we pause and play tracks,plug the earbuds in to play and take both earbuds out to pause the song nirvana iris comes with inear detection and intuitive features for seamless music control refer to the instruction manual for more details
category_1_product_48,can we accept calls on nirvana iris,yes a single tap on either earbud allows the user to easily accept and reject calls
category_1_product_48,can i use any adapter to charge my device,yes you can use any typec compatible adapter to charge your nirvana iris anc charging case
category_1_product_48,is nirvana iris waterproof and sweatresistant,yes nirvana iris is ipx4 water sweat resistant making it perfect for workouts and outdoor use
category_1_product_48,how long does nirvana iris anc last on a single charge,the nirvana iris anc earbuds offer a total battery backup of up to 120 hours the earbuds alone last up to 24 hours on a single charge
category_1_product_48,is there a warranty for the product how do i claim a warranty,yes all of our earbuds come with a 1year warranty to register your device visit httpssupportboatlifestylecom
category_1_product_49,how can we pause and play tracks,airdopes 91 prime features touch controls a simple tap allows you to play pause or switch tracks seamlessly refer to the user manual for detailed instructions
category_1_product_49,can we accept calls on airdopes 91 prime,yes with dual mics and enx technology you can accept or reject calls with a single tap and enjoy crystalclear audio during conversations
category_1_product_49,is the device suitable for gaming,absolutely the beast mode with 50ms low latency ensures an optimal gaming experience with perfect audio sync
category_1_product_49,are the earbuds sweatresistant,yes airdopes 91 prime is ipx4rated making it resistant to sweat and light splashes
category_1_product_49,how long does the battery last on a single charge,airdopes 91 prime offers up to 45 hours of playback ensuring your music and calls last throughout the day and beyond
category_1_product_49,is there a warranty for the product how do i claim a warranty,yes all of our earbuds come with a 1year warranty to register your device visit httpssupportboatlifestylecom
category_1_product_50,what is the total battery life of airdopes 141 elite anc,up to 6 hours per charge and an additional 36 hours of playtime with the case nonanc mode in anc mode enjoy up to 5 hours per charge and an additional 30 hours of playtime with the case at 60 volume totaling up to 42 hours of playtime
